Nombre,Subcategoria,Precio,Ruta de la Imagen,Calorias,Grasas,Carbohidratos,Proteínas,Fibra,Sal,Azúcares,supermercado,Categoria
Obleas con doble relleno Kinder caja 128 g,GalletasBollosCereales,"2,99 €",https://www.dia.es/product_images/263289/263289_ISO_0_ES.jpg?imwidth=176,516kcal,"26,9g","55,5g","11,9g",0.0,"0,44g",0.0,Día,Alimentos Procesados
"ARTEIÑAKI Filetes de anchoa, ARTEIÑAKI, 55 g.",ahumados_surimis_anchoas_pulpos_otros,"8,78 €","img_alcampo/ahumados_surimis_anchoas_pulpos_otros\ARTEIÑAKI_Filetes_de_anchoa,_ARTEIÑAKI,_55_g._7.jpg",246,9.6,7.7,10.2,0.0,1.9,2.6,Alcampo,Carnes y Pescados
Preparado de queso quark con frambuesa alto en proteínas Dia Láctea tarrina 200 g,YoguresPostres,"1,25 €",https://www.dia.es/product_images/297314/297314_ISO_0_ES.jpg?imwidth=176,68kcal,"0,4g","3,4g","12,6g",0.0,"0,13g",0.0,Día,Lácteos y Huevos
Bebida energética Red bull lata 473 ml,AguaRefrescosZumos,"2,59 €",https://www.dia.es/product_images/147140/147140_ISO_0_ES.jpg?imwidth=176,46kcal,0g,11g,0g,0.0,"0,1g",0.0,Día,Bebidas
Leche semidesnatada sin lactosa Hacendado,Leche y bebidas vegetales,"1,72 €",img_mercadona\Leche_y_bebidas_vegetales\Leche_semidesnatada\Leche_semidesnatada_sin_lactosa_Hacendado_7.jpg,58.38,0.64,5.8,8.32,0.0,0.18,4.28,Mercadona,Lácteos y Huevos
PRODUCTO ALCAMPO Té verde 100% natural en bolsitas 20 uds.36 g.,Desayuno y Merienda,"1,14 €",img_alcampo/Desayuno y Merienda\PRODUCTO_ALCAMPO_Té_verde_100%_natural_en_bolsitas_20_uds.36_g._12.jpg,291,12.6,20.0,13.5,0.0,1.0,4.9,Alcampo,Alimentos Procesados
Atún (medallón) bandeja.,pescados_mariscos_moluscos,"5,98 €",img_alcampo/pescados_mariscos_moluscos\Atún_(medallón)_bandeja._172.jpg,224,6.2,2.6,23.8,0.0,0.6,6.3,Alcampo,Carnes y Pescados
ROYAL Filete de bacalao desalado ROYAL 300 g.,pescados_mariscos_moluscos,"14,49 €",img_alcampo/pescados_mariscos_moluscos\ROYAL_Filete_de_bacalao_desalado_ROYAL_300_g._107.jpg,159,6.6,5.3,19.4,0.0,1.4,8.0,Alcampo,Carnes y Pescados
Leche desnatada sin lactosa Hacendado,Leche y bebidas vegetales,"5,28 €",img_mercadona\Leche_y_bebidas_vegetales\Leche_desnatada\Leche_desnatada_sin_lactosa_Hacendado_2.jpg,58.38,0.64,5.8,8.32,0.0,0.15,4.91,Mercadona,Lácteos y Huevos
"PULEVA Leche de crecimiento, sin lactosa y enriquecida con Omega 3  Max crecimiento + desarrollo 1 l.",Leche,"3,81 €","img_alcampo/Leche\PULEVA_Leche_de_crecimiento,_sin_lactosa_y_enriquecida_con_Omega_3__Max_crecimiento_+_desarrollo_1_l._54.jpg",254,5.2,16.8,18.6,0.0,0.3,6.2,Alcampo,Lácteos y Huevos
"AUCHAN Yogur estilo griego, sabor stracciatella 1 kg. Producto Alcampo",Yogures,"1,44 €","img_alcampo/Yogures\AUCHAN_Yogur_estilo_griego,_sabor_stracciatella_1_kg._Producto_Alcampo_170.jpg",292,13.2,25.0,14.1,0.0,0.3,0.5,Alcampo,Lácteos y Huevos
Boquerón limpio sin cabeza,Pescado fresco,"1,59 €",img_mercadona\Pescado_fresco\Boquerón\Boquerón_limpio_sin_cabeza_0.jpg,144.86,8.02,0.19,18.03,0.79,0.26,0.15,Mercadona,Carnes y Pescados
Filetes de contramuslo de pollo Selección de Dia bandeja 500 g aprox.,Carniceria,"3,75 €",https://www.dia.es/product_images/41736/41736_ISO_0_ES.jpg?imwidth=176,116kcal,"4,1g",0,20g,0.0,"0,24g",0.0,Día,Carnes y Pescados
"MILSABOR Salchichas cocidas de cerdo con sabor ahumado, tipo Frankfurt 140 g.",Charcuteria,"3,79 €","img_alcampo/Charcuteria\MILSABOR_Salchichas_cocidas_de_cerdo_con_sabor_ahumado,_tipo_Frankfurt_140_g._93.jpg",201,10.7,22.2,13.2,0.0,0.9,4.7,Alcampo,Carnes y Pescados
"GALLO Pasta hélice integrales, rica en fibra GALLO NATURE paquete de 450 g.",Pasta Alimenticia,"1,75 €","img_alcampo/Pasta Alimenticia\GALLO_Pasta_hélice_integrales,_rica_en_fibra_GALLO_NATURE_paquete_de_450_g._140.jpg",267,5.8,14.8,28.8,0.0,0.8,8.5,Alcampo,Alimentos Básicos
Caballa mostrador - Entera,pescados_mariscos_moluscos,"1,95 €",img_alcampo/pescados_mariscos_moluscos\Caballa_mostrador_-_Entera_153.jpg,160,8.4,20.8,16.9,0.0,2.0,5.6,Alcampo,Carnes y Pescados
JAE Lentejas cocidas JAE lata de 250 g.,Arroz y Legumbres,"1,32 €",img_alcampo/Arroz y Legumbres\JAE_Lentejas_cocidas_JAE_lata_de_250_g._201.jpg,125,19.7,15.9,29.3,0.0,1.8,0.4,Alcampo,Alimentos Básicos
Pipas de calabaza natural Hacendado peladas,Frutos secos y fruta desecada,"1,66 €",img_mercadona\Frutos_secos_y_fruta_desecada\Frutos_secos\Pipas_de_calabaza_natural_Hacendado_peladas_21.jpg,468.42,34.12,21.1,14.28,3.18,0.37,8.31,Mercadona,Frutas y Verduras
Filetes de pechuga de pollo empanada marinada Selección de Dia bandeja 350 g aprox.,Carniceria,"2,80 €",https://www.dia.es/product_images/303507/303507_ISO_0_ES.jpg?imwidth=176,147kcal,"1,4g",19g,"14,1g",0.0,"1,18g",0.0,Día,Carnes y Pescados
Pera limonera granel 1 Kg aprox.,Fruta,"2,69 €",https://www.dia.es/product_images/48586/48586_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Frutas y Verduras
Vino tinto Dominio de Borgia,Vino tinto,"2,50 €",img_mercadona\Vino_tinto\Vino_tinto_de_mesa\Vino_tinto_Dominio_de_Borgia_3.jpg,179.68,6.74,20.81,8.41,0.0,0.04,4.11,Mercadona,Bebidas
Mermelada de naranja amarga Hacendado,Mermelada y miel,"1,35 €",img_mercadona\Mermelada_y_miel\Mermelada\Mermelada_de_naranja_amarga_Hacendado_6.jpg,333.0,0.0,83.0,0.5,0.5,0.08,42.62,Mercadona,Alimentos Básicos
Queso roquefort Selección Mundial de Dia bandeja 100 g,CharcuteriaQuesos,"1,79 €",https://www.dia.es/product_images/222761/222761_ISO_0_ES.jpg?imwidth=176,361kcal,31g,1g,19g,0.0,"3,2g",0.0,Día,Carnes y Pescados
Salmón entero - Entero limpio,pescados_mariscos_moluscos,"2,69 €",img_alcampo/pescados_mariscos_moluscos\Salmón_entero_-_Entero_limpio_205.jpg,138,19.8,21.4,10.9,0.0,1.8,6.3,Alcampo,Carnes y Pescados
Popurrí de pimientas Carmencita frasco 40 g,AceitesSalsasEspecias,"5,15 €",https://www.dia.es/product_images/187906/187906_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Alimentos Básicos
Bebida de frutas con leche tropical Zumosfera de Dia brik 6 x 200 ml,AguaRefrescosZumos,"1,25 €",https://www.dia.es/product_images/173780/173780_ISO_0_ES.jpg?imwidth=176,30kcal,0g,7g,"0,4g",0.0,"0,01g",0.0,Día,Bebidas
Rape entero mostrador - Entero limpio,pescados_mariscos_moluscos,"29,95 €",img_alcampo/pescados_mariscos_moluscos\Rape_entero_mostrador_-_Entero_limpio_100.jpg,274,14.3,12.0,10.4,0.0,1.3,8.2,Alcampo,Carnes y Pescados
Masa fresca empanada Hacendado,Harina y preparado repostería,"2,40 €",img_mercadona\Harina_y_preparado_repostería\Masas\Masa_fresca_empanada_Hacendado_4.jpg,256.07,2.09,50.68,7.41,1.65,0.58,0.34,Mercadona,Alimentos Básicos
Espárragos blancos extra calibre grueso 8/12 piezas Carretilla frasco 205 g,ConservasCaldosCremas,"3,49 €",https://www.dia.es/product_images/82533/82533_ISO_0_ES.jpg?imwidth=176,17kcal,"0,3g","2,5g","0,8g",0.42498364944408107,"0,87g",0.0,Día,Alimentos Procesados
Fingers de queso Hacendado ultracongelados,Rebozados (congelados),"2,30 €",img_mercadona\Rebozados_(congelados)\Verdura_rebozada_y_otros\Fingers_de_queso_Hacendado_ultracongelados_2.jpg,177.0,7.62,15.75,10.62,1.3,1.35,1.43,Mercadona,Carnes y Pescados
Zumo de frutas hawaii Zumosfera de Dia botella 1.5 l,AguaRefrescosZumos,"1,69 €",https://www.dia.es/product_images/207817/207817_ISO_0_ES.jpg?imwidth=176,23kcal,0g,"5,7g","0,1g",0.0,"0,01g",0.0,Día,Bebidas
Pan de molde alto en proteínas El molino de Dia bolsa 400 g,PanesHarinasMasas,"2,19 €",https://www.dia.es/product_images/297061/297061_ISO_0_ES.jpg?imwidth=176,285kcal,"10,3g","23,2g","20,8g",0.7854950495049505,"0,9g",0.0,Día,Alimentos Básicos
"ACTIMEL Leche fermentada con Lcasei y con granada, arándanos y extracto de Maca de Danone 6 x 100 g.",Yogures,"1,44 €","img_alcampo/Yogures\ACTIMEL_Leche_fermentada_con_Lcasei_y_con_granada,_arándanos_y_extracto_de_Maca_de_Danone_6_x_100_g._135.jpg",222,15.0,24.3,13.5,0.0,0.5,4.7,Alcampo,Lácteos y Huevos
PRODUCTO ALCAMPO Arroz basmati paquete de 500 g.,Arroz y Legumbres,"2,39 €",img_alcampo/Arroz y Legumbres\PRODUCTO_ALCAMPO_Arroz_basmati_paquete_de_500_g._264.jpg,199,9.1,24.8,25.5,0.0,1.1,0.2,Alcampo,Alimentos Básicos
Ginebra Nordes botella 70 cl,CervezasVinoBebidasAlcoholicas,"24,49 €",https://www.dia.es/product_images/223716/223716_ISO_0_ES.jpg?imwidth=176,220kcal,0g,0g,0g,0.0,"0,1g",0.0,Día,Bebidas
Tacos de vacuno añojo para guisar,Vacuno,"8,28 €",img_mercadona\Vacuno\Vacuno\Tacos_de_vacuno_añojo_para_guisar_1.jpg,188.0,7.0,15.6,15.47,0.0,0.51,0.02,Mercadona,Carnes y Pescados
Aperitivo de patata sabor original Pringles,Patatas fritas y snacks,"2,55 €",img_mercadona\Patatas_fritas_y_snacks\Patatas_fritas\Aperitivo_de_patata_sabor_original_Pringles_7.jpg,249.52,10.86,30.8,6.06,2.95,1.11,1.05,Mercadona,Dulces y Snacks
"MILDRED Pastel Alemán con Frutas 400 gr,",Desayuno y Merienda,"3,60 €","img_alcampo/Desayuno y Merienda\MILDRED_Pastel_Alemán_con_Frutas_400_gr,_172.jpg",239,5.1,5.7,21.3,0.0,1.6,7.1,Alcampo,Alimentos Procesados
Vino tinto joven D.O. Jumilla Sismicus botella 75 cl,CervezasVinoBebidasAlcoholicas,"1,99 €",https://www.dia.es/product_images/267011/267011_ISO_0_ES.jpg?imwidth=176,79kcal,0g,0g,0g,0.0,0g,0.0,Día,Bebidas
Mini palmeritas de hojaldre Virgen del Brezo bolsa 140 g,GalletasBollosCereales,"1,85 €",https://www.dia.es/product_images/282310/282310_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Alimentos Procesados
Surtido de chocolatinas Santa Kit Kat bolsa 132.7 g,AzucarChocolatesCaramelos,"5,49 €",https://www.dia.es/product_images/267752/267752_ISO_0_ES.jpg?imwidth=176,512kcal,"26,5g","60,4g","6,7g",0.7283347493627867,"0,15g",0.0,Día,Dulces y Snacks
Yogur sabor galleta Danone,Yogures naturales y sabores,"1,00 €",img_mercadona\Yogures_naturales_y_sabores\Yogures_de_sabores\Yogur_sabor_galleta_Danone_11.jpg,179.68,6.74,20.81,8.41,0.23,0.1,6.52,Mercadona,Lácteos y Huevos
Bizcocho de chocolate sin gluten Hacendado,Bollería envasada,"2,20 €",img_mercadona\Bollería_envasada\Bollería_envasada\Bizcocho_de_chocolate_sin_gluten_Hacendado_20.jpg,237.41,9.42,32.76,4.53,0.68,0.71,26.27,Mercadona,Dulces y Snacks
Queso feta D.O.P. Selección Mundial de Dia bolsa 150 g,CharcuteriaQuesos,"2,40 €",https://www.dia.es/product_images/293265/293265_ISO_0_ES.jpg?imwidth=176,290kcal,25g,"0,2g",16g,0.0,2g,0.0,Día,Carnes y Pescados
FONTANEDA Finas Barquillos de chocolate con leche 92 g.,Desayuno y Merienda,"4,96 €",img_alcampo/Desayuno y Merienda\FONTANEDA_Finas_Barquillos_de_chocolate_con_leche_92_g._82.jpg,227,12.4,19.0,14.1,0.0,0.9,2.6,Alcampo,Alimentos Procesados
ORTIZ Bonito del Norte en aceite de oliva ecológico ORTIZ 112 g.,Conservas de Pescado,"7,75 €",img_alcampo/Conservas de Pescado\ORTIZ_Bonito_del_Norte_en_aceite_de_oliva_ecológico_ORTIZ_112_g._273.jpg,283,8.6,19.8,21.2,0.0,1.0,2.7,Alcampo,Alimentos Procesados
Tomate seco Hacendado en aceite de oliva,Tomate,"2,30 €",img_mercadona\Tomate\Tomate\Tomate_seco_Hacendado_en_aceite_de_oliva_17.jpg,179.68,6.74,20.81,8.41,0.61,0.63,2.7,Mercadona,Frutas y Verduras
Pan rallado con ajo y perejil Hacendado,Pan tostado y rallado,"1,05 €",img_mercadona\Pan_tostado_y_rallado\Pan_rallado\Pan_rallado_con_ajo_y_perejil_Hacendado_1.jpg,267.0,1.0,55.0,8.6,2.03,0.9,1.83,Mercadona,Alimentos Básicos
Lentejas a la jardinera Hacendado,Platos preparados calientes,"1,15 €",img_mercadona\Platos_preparados_calientes\Platos_de_cuchara\Lentejas_a_la_jardinera_Hacendado_4.jpg,177.33,5.71,22.05,8.62,5.02,1.6,1.42,Mercadona,Alimentos Procesados
Sticks longaniza de pollo extra Hacendado,Aves y jamón cocido,"1,30 €",img_mercadona\Aves_y_jamón_cocido\Pavo_y_otros\Sticks_longaniza_de_pollo_extra_Hacendado_11.jpg,99.67,4.19,1.19,14.49,0.0,1.81,0.7,Mercadona,Carnes y Pescados
Aperitivo de maíz horneado Cheetos bolsa 30 g,PatatasFritasEncurtidosFrutosSecos,"0,50 €",https://www.dia.es/product_images/150876/150876_ISO_0_ES.jpg?imwidth=176,477kcal,"22,1g","62,5g","5,6g",0.7283347493627867,"2,1g",0.0,Día,Dulces y Snacks
Espárrago verde grueso manojo aprox. 250 g,Verduras,"2,99 €",https://www.dia.es/product_images/165430/165430_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Frutas y Verduras
PRODUCTO ALCAMPO Hígado de bacalao ahumado 115 g.,Conservas de Pescado,"2,34 €",img_alcampo/Conservas de Pescado\PRODUCTO_ALCAMPO_Hígado_de_bacalao_ahumado_115_g._162.jpg,153,15.6,23.8,21.0,0.0,0.8,3.8,Alcampo,Alimentos Procesados
Menestra de verduras con aceite Hacendado,Conservas de verdura y frutas,"2,60 €",img_mercadona\Conservas_de_verdura_y_frutas\Conservas_verdura\Menestra_de_verduras_con_aceite_Hacendado_32.jpg,47.0,0.3,6.3,3.0,2.03,0.04,3.67,Mercadona,Alimentos Procesados
Barquillos de vainilla sin azúcares Gullón bolsa 180 g,GalletasBollosCereales,"1,64 €",https://www.dia.es/product_images/14159/14159_ISO_0_ES.jpg?imwidth=176,431kcal,22g,63g,3g,0.42498364944408107,"0,15g",0.0,Día,Alimentos Procesados
FAGE Yogur natural receta griega 0% materia grasa Total 170 g.,Yogures,"1,44 €",img_alcampo/Yogures\FAGE_Yogur_natural_receta_griega_0%_materia_grasa_Total_170_g._15.jpg,232,7.8,29.8,13.2,0.0,0.5,10.0,Alcampo,Lácteos y Huevos
Cerveza rubia especial Victoria lata 33 cl,CervezasVinoBebidasAlcoholicas,"0,72 €",https://www.dia.es/product_images/228450/228450_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Bebidas
CARRETILLA Arroz con pollo al curry CARRETILLA 300 g.,Arroz y Legumbres,"2,94 €",img_alcampo/Arroz y Legumbres\CARRETILLA_Arroz_con_pollo_al_curry_CARRETILLA_300_g._220.jpg,238,12.0,3.4,10.2,0.0,0.4,0.4,Alcampo,Alimentos Básicos
Arroz cocido basmati Sabroz,Platos preparados calientes,"1,15 €",img_mercadona\Platos_preparados_calientes\Arroz\Arroz_cocido_basmati_Sabroz_0.jpg,126.0,0.3,28.0,2.7,1.66,0.71,0.39,Mercadona,Alimentos Procesados
Zumo de manzana Don Simón brik 6 x 200 ml,AguaRefrescosZumos,"2,00 €",https://www.dia.es/product_images/271160/271160_ISO_0_ES.jpg?imwidth=176,41kcal,0g,10g,"0,2g",0.0,"0,01g",0.0,Día,Bebidas
Queso fresco Burgos natural de vaca Hacendado,Queso untable y fresco,"1,82 €",img_mercadona\Queso_untable_y_fresco\Queso_fresco\Queso_fresco_Burgos_natural_de_vaca_Hacendado_0.jpg,274.4,20.8,2.38,19.4,0.18,1.09,1.51,Mercadona,Lácteos y Huevos
Pan de molde 100% integral El molino de Dia bolsa 460 g,PanesHarinasMasas,"0,95 €",https://www.dia.es/product_images/266136/266136_ISO_0_ES.jpg?imwidth=176,250kcal,"3,9g",39g,10g,0.7854950495049505,1g,0.0,Día,Alimentos Básicos
Almendra con chocolate blanco y caramelo Naturmundo de Dia bolsa 150 g,PatatasFritasEncurtidosFrutosSecos,"2,99 €",https://www.dia.es/product_images/303035/303035_ISO_0_ES.jpg?imwidth=176,565kcal,37g,43g,13g,0.0,"0,2g",0.0,Día,Dulces y Snacks
IBSA Cebolla caramelizada 250 g.,Conservas Vegetales,"5,29 €",img_alcampo/Conservas Vegetales\IBSA_Cebolla_caramelizada_250_g._73.jpg,188,6.5,12.4,23.4,0.0,1.7,0.4,Alcampo,Alimentos Procesados
Espaguetis pasta fina Gallo bolsa 400 g,ArrozPastasLegumbres,"1,36 €",https://www.dia.es/product_images/189844/189844_ISO_0_ES.jpg?imwidth=176,344kcal,2g,68g,12g,0.7854950495049505,"0,03g",0.0,Día,Alimentos Básicos
"TABLADILLO Cuarto de cochinillo fresco, sin gluten y listo para hornear.",carne_cerdo,"14,99 €","img_alcampo/carne_cerdo\TABLADILLO_Cuarto_de_cochinillo_fresco,_sin_gluten_y_listo_para_hornear._14.jpg",260,19.9,11.5,25.7,0.0,0.1,3.0,Alcampo,Carnes y Pescados
Caprichos del mar Mari Marinera de Dia bolsa 400 g,Congelados,"1,79 €",https://www.dia.es/product_images/41097/41097_ISO_0_ES.jpg?imwidth=176,203kcal,"5,8g",30g,"6,2g",0.0,"1,39g",0.0,Día,Alimentos Procesados
Leche desnatada Hacendado,Leche y bebidas vegetales,"1,41 €",img_mercadona\Leche_y_bebidas_vegetales\Leche_desnatada\Leche_desnatada_Hacendado_7.jpg,58.38,0.64,5.8,8.32,0.0,0.15,5.45,Mercadona,Lácteos y Huevos
Callos gourmet con chorizo y pimiento Pamplonica caja 380 g,PizzasPlatosPreparados,"4,75 €",https://www.dia.es/product_images/278679/278679_ISO_0_ES.jpg?imwidth=176,168kcal,"12,4g","1,2g",13g,0.0,"1,2g",0.0,Día,Alimentos Procesados
Galletas palets de mantequilla St Michel caja 150 g,GalletasBollosCereales,"1,95 €",https://www.dia.es/product_images/6547/6547_ISO_0_ES.jpg?imwidth=176,514kcal,26g,62g,"6,9g",0.42498364944408107,"0,88g",0.0,Día,Alimentos Procesados
Azúcar moreno de caña Azucarera bolsa 750 g,AzucarChocolatesCaramelos,"2,49 €",https://www.dia.es/product_images/252282/252282_ISO_0_ES.jpg?imwidth=176,380kcal,0g,95g,0g,0.0,0g,0.0,Día,Dulces y Snacks
Pincho tortilla de patata con cebolla Listo para Comer,Platos preparados calientes,"2,00 €",img_mercadona\Platos_preparados_calientes\Tortilla\Pincho_tortilla_de_patata_con_cebolla_Listo_para_Comer_5.jpg,177.33,5.71,22.05,8.62,3.56,1.7,1.65,Mercadona,Alimentos Procesados
Bebida energética green zero Monster Energy lata 500 ml,AguaRefrescosZumos,"1,45 €",https://www.dia.es/product_images/301574/301574_ISO_0_ES.jpg?imwidth=176,3kcal,0g,1g,0g,0.0,"0,21g",0.0,Día,Bebidas
"EL VENTERO Queso fresco natural EL VENTERO 4 x 62,5 g.",Quesos,"1,97 €","img_alcampo/Quesos\EL_VENTERO_Queso_fresco_natural_EL_VENTERO_4_x_62,5_g._16.jpg",204,12.6,11.8,28.4,0.0,1.5,3.3,Alcampo,Lácteos y Huevos
Pan de molde 100% integral sin corteza Hacendado 0% azúcares añadidos,Pan de molde y otras especialidades,"1,30 €",img_mercadona\Pan_de_molde_y_otras_especialidades\Pan_de_molde\Pan_de_molde_100%_integral_sin_corteza_Hacendado_0%_azúcares_añadidos_5.jpg,267.0,1.0,55.0,8.6,8.62,0.87,3.44,Mercadona,Alimentos Básicos
ALCAMPO CULTIVAMOS LO BUENO Tacos de carne de 2ª de vacuno Villa del monte,carne_vacuno,"18,95 €",img_alcampo/carne_vacuno\ALCAMPO_CULTIVAMOS_LO_BUENO_Tacos_de_carne_de_2ª_de_vacuno_Villa_del_monte_8.jpg,288,15.8,27.1,25.9,0.0,1.1,1.2,Alcampo,Carnes y Pescados
Golosinas torcidas rellenas de pica pica Fini bolsa 165 g,AzucarChocolatesCaramelos,"2,09 €",https://www.dia.es/product_images/272844/272844_ISO_0_ES.jpg?imwidth=176,337kcal,"0,8g",81g,"1,6g",0.0,"0,3g",0.0,Día,Dulces y Snacks
Tónica original Schweppes,Tónica y bitter,"7,52 €",img_mercadona\Tónica_y_bitter\Tónica_y_bitter\Tónica_original_Schweppes_0.jpg,34.0,0.0,8.5,0.0,0.09,0.03,9.13,Mercadona,Bebidas
Queso curado mezcla Hacendado,"Queso curado, semicurado y tierno","17,72 €","img_mercadona\Queso_curado,_semicurado_y_tierno\Queso_curado\Queso_curado_mezcla_Hacendado_0.jpg",179.68,6.74,20.81,8.41,0.22,1.94,0.2,Mercadona,Lácteos y Huevos
Cilantro bandeja 20 g,Verduras,"1,19 €",https://www.dia.es/product_images/233088/233088_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Frutas y Verduras
Pomelos,Fruta,"3,67 €",img_mercadona\Fruta\Cítricos\Pomelos_8.jpg,86.32,3.15,13.34,1.22,2.92,0.04,10.02,Mercadona,Frutas y Verduras
"GARCÍA BAQUERO Queso tierno Ya Cortado GARCÍA BAQUERO, cuña de 250 g.",Quesos,"5,08 €","img_alcampo/Quesos\GARCÍA_BAQUERO_Queso_tierno_Ya_Cortado_GARCÍA_BAQUERO,_cuña_de_250_g._80.jpg",144,8.9,16.6,18.1,0.0,0.2,8.1,Alcampo,Lácteos y Huevos
LINDT Chocolate negro (85% cacao) 100 g.,Desayuno y Merienda,"3,09 €",img_alcampo/Desayuno y Merienda\LINDT_Chocolate_negro_(85%_cacao)_100_g._209.jpg,255,15.3,26.6,26.6,0.0,1.1,4.3,Alcampo,Alimentos Procesados
AUCHAN Huevas rojas de lumpo 100 g. Producto Alcampo,ahumados_surimis_anchoas_pulpos_otros,"3,39 €",img_alcampo/ahumados_surimis_anchoas_pulpos_otros\AUCHAN_Huevas_rojas_de_lumpo_100_g._Producto_Alcampo_92.jpg,197,9.2,0.2,16.2,0.0,1.0,0.5,Alcampo,Carnes y Pescados
Refresco cola Hacendado,Refresco de cola,"1,98 €",img_mercadona\Refresco_de_cola\Cola_clásica\Refresco_cola_Hacendado_9.jpg,16.77,0.0,4.14,0.0,0.0,0.04,10.94,Mercadona,Bebidas
Gambón calibre 30-40,pescados_mariscos_moluscos,"4,59 €",img_alcampo/pescados_mariscos_moluscos\Gambón_calibre_30-40_149.jpg,196,13.7,20.9,15.5,0.0,1.4,0.8,Alcampo,Carnes y Pescados
Crema de puerros Al Punto Dia frasco 500 ml,ConservasCaldosCremas,"2,59 €",https://www.dia.es/product_images/295243/295243_ISO_0_ES.jpg?imwidth=176,48kcal,"2,4g","5,8g","0,4g",0.0,"0,8g",0.0,Día,Alimentos Procesados
ALCAMPO CULTIVAMOS LO BUENO Langostinos cocidos Jumbo 30/40 pzs kilogramo 350 g.,pescados_mariscos_moluscos,"1,75 €",img_alcampo/pescados_mariscos_moluscos\ALCAMPO_CULTIVAMOS_LO_BUENO_Langostinos_cocidos_Jumbo_30-40_pzs_kilogramo_350_g._166.jpg,297,13.6,8.7,18.5,0.0,0.2,9.4,Alcampo,Carnes y Pescados
Chuletas cordero de lechal congeladas,Carne congelada,No disponible,img_mercadona\Carne_congelada\Carne_congelada\Chuletas_cordero_de_lechal_congeladas_8.jpg,154.67,8.3,0.5,20.07,0.0,0.2,0.09,Mercadona,Carnes y Pescados
Allioli en sobres individuales Hacendado,"Mayonesa, ketchup y mostaza","1,50 €","img_mercadona\Mayonesa,_ketchup_y_mostaza\Allioli\Allioli_en_sobres_individuales_Hacendado_2.jpg",749.0,82.0,1.5,1.2,0.0,0.75,1.32,Mercadona,Alimentos Básicos
Tortas de aceite Inés Rosales,Bollería envasada,"2,20 €",img_mercadona\Bollería_envasada\Bollería_envasada\Tortas_de_aceite_Inés_Rosales_18.jpg,237.41,9.42,32.76,4.53,0.74,0.71,32.91,Mercadona,Dulces y Snacks
Bebida de avena con café Hacendado,Leche y bebidas vegetales,"0,90 €",img_mercadona\Leche_y_bebidas_vegetales\Bebidas_vegetales\Bebida_de_avena_con_café_Hacendado_19.jpg,58.38,0.64,5.8,8.32,1.86,0.35,7.98,Mercadona,Lácteos y Huevos
"PRODUCTO ALCAMPO Alubias blancas al natural cocidas PRODUCTO ALCAMPO Pack de 3 briks x, 120 g.",Arroz y Legumbres,"2,64 €","img_alcampo/Arroz y Legumbres\PRODUCTO_ALCAMPO_Alubias_blancas_al_natural_cocidas_PRODUCTO_ALCAMPO_Pack_de_3_briks_x,_120_g._63.jpg",251,6.3,17.7,24.0,0.0,0.2,6.2,Alcampo,Alimentos Básicos
RIBETO Cuña de queso puro de oveja RIBETO 75 g.,Quesos,"4,03 €",img_alcampo/Quesos\RIBETO_Cuña_de_queso_puro_de_oveja_RIBETO_75_g._225.jpg,297,11.3,23.5,16.8,0.0,1.7,0.3,Alcampo,Lácteos y Huevos
PHILADELPHIA Queso de untar natural PHILADELPHIA 200 g.,Quesos,"2,15 €",img_alcampo/Quesos\PHILADELPHIA_Queso_de_untar_natural_PHILADELPHIA_200_g._130.jpg,232,7.7,15.5,25.6,0.0,0.7,8.1,Alcampo,Lácteos y Huevos
Tomate seco en aceite Vegecampo de Dia frasco 110 g,ConservasCaldosCremas,"2,25 €",https://www.dia.es/product_images/286118/286118_ISO_0_ES.jpg?imwidth=176,140kcal,"9,5g","7,8g","2,9g",0.0,"1,9g",0.0,Día,Alimentos Procesados
Napolitanas rellenas de crema de cacao El molino de Dia bolsa 270 g,GalletasBollosCereales,"1,31 €",https://www.dia.es/product_images/127308/127308_ISO_0_ES.jpg?imwidth=176,393kcal,"21,2g","43,5g","6,2g",0.42498364944408107,"0,78g",0.0,Día,Alimentos Procesados
Refresco de té verde con aloe vera San Benedetto botella 1.5 l,AguaRefrescosZumos,"1,15 €",https://www.dia.es/product_images/226048/226048_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Bebidas
